"Região Habilitação Atual","UF Habilitação Atual","Sexo","Faixa Etária","Categoria","Qt. Condutor Histórico"
"Norte","Amazonas","Feminino","18 a 21","A-Condutor Moto","383"
"Norte","Amazonas","Feminino","18 a 21","AB-Condutor Moto/Carro","1.961"
"Norte","Amazonas","Feminino","18 a 21","AD-Condutor Moto/Ônibus","1"
"Norte","Amazonas","Feminino","18 a 21","B-Condutor Carro","5.253"
"Norte","Amazonas","Feminino","22 a 25","A-Condutor Moto","1.383"
"Norte","Amazonas","Feminino","22 a 25","AB-Condutor Moto/Carro","5.590"
"Norte","Amazonas","Feminino","22 a 25","AD-Condutor Moto/Ônibus","24"
"Norte","Amazonas","Feminino","22 a 25","B-Condutor Carro","12.869"
"Norte","Amazonas","Feminino","22 a 25","D-Condutor Ônibus","8"
"Norte","Amazonas","Feminino","26 a 30","A-Condutor Moto","2.548"
"Norte","Amazonas","Feminino","26 a 30","AB-Condutor Moto/Carro","10.070"
"Norte","Amazonas","Feminino","26 a 30","AD-Condutor Moto/Ônibus","79"
"Norte","Amazonas","Feminino","26 a 30","AE-Condutor Moto/Carreta","7"
"Norte","Amazonas","Feminino","26 a 30","B-Condutor Carro","22.932"
"Norte","Amazonas","Feminino","26 a 30","D-Condutor Ônibus","45"
"Norte","Amazonas","Feminino","31 a 40","A-Condutor Moto","5.250"
"Norte","Amazonas","Feminino","31 a 40","AB-Condutor Moto/Carro","20.765"
"Norte","Amazonas","Feminino","31 a 40","AD-Condutor Moto/Ônibus","505"
"Norte","Amazonas","Feminino","31 a 40","AE-Condutor Moto/Carreta","50"
"Norte","Amazonas","Feminino","31 a 40","B-Condutor Carro","54.520"
"Norte","Amazonas","Feminino","31 a 40","C-Condutor Caminhão","3"
"Norte","Amazonas","Feminino","31 a 40","D-Condutor Ônibus","285"
"Norte","Amazonas","Feminino","31 a 40","E-Condutor Carreta","19"
"Norte","Amazonas","Feminino","41 a 50","A-Condutor Moto","3.275"
"Norte","Amazonas","Feminino","41 a 50","AB-Condutor Moto/Carro","11.889"
"Norte","Amazonas","Feminino","41 a 50","AC-Condutor Moto/Caminhão","6"
"Norte","Amazonas","Feminino","41 a 50","AD-Condutor Moto/Ônibus","505"
"Norte","Amazonas","Feminino","41 a 50","AE-Condutor Moto/Carreta","70"
"Norte","Amazonas","Feminino","41 a 50","B-Condutor Carro","49.953"
"Norte","Amazonas","Feminino","41 a 50","C-Condutor Caminhão","9"
"Norte","Amazonas","Feminino","41 a 50","D-Condutor Ônibus","502"
"Norte","Amazonas","Feminino","41 a 50","E-Condutor Carreta","30"
"Norte","Amazonas","Feminino","51 a 60","A-Condutor Moto","1.302"
"Norte","Amazonas","Feminino","51 a 60","AB-Condutor Moto/Carro","3.513"
"Norte","Amazonas","Feminino","51 a 60","AC-Condutor Moto/Caminhão","26"
"Norte","Amazonas","Feminino","51 a 60","AD-Condutor Moto/Ônibus","140"
"Norte","Amazonas","Feminino","51 a 60","AE-Condutor Moto/Carreta","22"
"Norte","Amazonas","Feminino","51 a 60","B-Condutor Carro","28.275"
"Norte","Amazonas","Feminino","51 a 60","C-Condutor Caminhão","33"
"Norte","Amazonas","Feminino","51 a 60","D-Condutor Ônibus","299"
"Norte","Amazonas","Feminino","51 a 60","E-Condutor Carreta","17"
"Norte","Amazonas","Feminino","61 a 70","A-Condutor Moto","414"
"Norte","Amazonas","Feminino","61 a 70","AB-Condutor Moto/Carro","957"
"Norte","Amazonas","Feminino","61 a 70","AC-Condutor Moto/Caminhão","12"
"Norte","Amazonas","Feminino","61 a 70","AD-Condutor Moto/Ônibus","30"
"Norte","Amazonas","Feminino","61 a 70","AE-Condutor Moto/Carreta","4"
"Norte","Amazonas","Feminino","61 a 70","B-Condutor Carro","15.119"
"Norte","Amazonas","Feminino","61 a 70","C-Condutor Caminhão","27"
"Norte","Amazonas","Feminino","61 a 70","D-Condutor Ônibus","109"
"Norte","Amazonas","Feminino","61 a 70","E-Condutor Carreta","4"
"Norte","Amazonas","Feminino","71 a 80","A-Condutor Moto","73"
"Norte","Amazonas","Feminino","71 a 80","AB-Condutor Moto/Carro","187"
"Norte","Amazonas","Feminino","71 a 80","AC-Condutor Moto/Caminhão","6"
"Norte","Amazonas","Feminino","71 a 80","AD-Condutor Moto/Ônibus","4"
"Norte","Amazonas","Feminino","71 a 80","AE-Condutor Moto/Carreta","1"
"Norte","Amazonas","Feminino","71 a 80","B-Condutor Carro","5.984"
"Norte","Amazonas","Feminino","71 a 80","C-Condutor Caminhão","8"
"Norte","Amazonas","Feminino","71 a 80","D-Condutor Ônibus","16"
"Norte","Amazonas","Feminino","81 a 90","A-Condutor Moto","9"
"Norte","Amazonas","Feminino","81 a 90","AB-Condutor Moto/Carro","18"
"Norte","Amazonas","Feminino","81 a 90","AD-Condutor Moto/Ônibus","2"
"Norte","Amazonas","Feminino","81 a 90","B-Condutor Carro","1.378"
"Norte","Amazonas","Feminino","81 a 90","C-Condutor Caminhão","3"
"Norte","Amazonas","Feminino","81 a 90","D-Condutor Ônibus","2"
"Norte","Amazonas","Feminino","91 a 100","AB-Condutor Moto/Carro","2"
"Norte","Amazonas","Feminino","91 a 100","B-Condutor Carro","225"
"Norte","Amazonas","Feminino","101 a 120","B-Condutor Carro","7"
"Norte","Amapá","Masculino","18 a 21","A-Condutor Moto","109"
"Norte","Amapá","Masculino","18 a 21","AB-Condutor Moto/Carro","1.352"
"Norte","Amapá","Masculino","18 a 21","B-Condutor Carro","1.166"
"Norte","Amapá","Masculino","22 a 25","A-Condutor Moto","416"
"Norte","Amapá","Masculino","22 a 25","AB-Condutor Moto/Carro","3.665"
"Norte","Amapá","Masculino","22 a 25","AD-Condutor Moto/Ônibus","71"
"Norte","Amapá","Masculino","22 a 25","AE-Condutor Moto/Carreta","2"
"Norte","Amapá","Masculino","22 a 25","B-Condutor Carro","2.438"
"Norte","Amapá","Masculino","22 a 25","D-Condutor Ônibus","24"
"Norte","Amapá","Masculino","26 a 30","A-Condutor Moto","1.202"
"Norte","Amapá","Masculino","26 a 30","AB-Condutor Moto/Carro","6.561"
"Norte","Amapá","Masculino","26 a 30","AC-Condutor Moto/Caminhão","1"
"Norte","Amapá","Masculino","26 a 30","AD-Condutor Moto/Ônibus","447"
"Norte","Amapá","Masculino","26 a 30","AE-Condutor Moto/Carreta","52"
"Norte","Amapá","Masculino","26 a 30","B-Condutor Carro","4.545"
"Norte","Amapá","Masculino","26 a 30","D-Condutor Ônibus","116"
"Norte","Amapá","Masculino","26 a 30","E-Condutor Carreta","11"
"Norte","Amapá","Masculino","31 a 40","A-Condutor Moto","3.762"
"Norte","Amapá","Masculino","31 a 40","AB-Condutor Moto/Carro","16.208"
"Norte","Amapá","Masculino","31 a 40","AC-Condutor Moto/Caminhão","21"
"Norte","Amapá","Masculino","31 a 40","AD-Condutor Moto/Ônibus","2.817"
"Norte","Amapá","Masculino","31 a 40","AE-Condutor Moto/Carreta","553"
"Norte","Amapá","Masculino","31 a 40","B-Condutor Carro","8.522"
"Norte","Amapá","Masculino","31 a 40","C-Condutor Caminhão","3"
"Norte","Amapá","Masculino","31 a 40","D-Condutor Ônibus","697"
"Norte","Amapá","Masculino","31 a 40","E-Condutor Carreta","72"
"Norte","Amapá","Masculino","41 a 50","A-Condutor Moto","2.488"
"Norte","Amapá","Masculino","41 a 50","AB-Condutor Moto/Carro","14.071"
"Norte","Amapá","Masculino","41 a 50","AC-Condutor Moto/Caminhão","398"
"Norte","Amapá","Masculino","41 a 50","AD-Condutor Moto/Ônibus","4.087"
"Norte","Amapá","Masculino","41 a 50","AE-Condutor Moto/Carreta","921"
"Norte","Amapá","Masculino","41 a 50","B-Condutor Carro","7.720"
"Norte","Amapá","Masculino","41 a 50","C-Condutor Caminhão","123"
"Norte","Amapá","Masculino","41 a 50","D-Condutor Ônibus","1.011"
"Norte","Amapá","Masculino","41 a 50","E-Condutor Carreta","122"
"Norte","Amapá","Masculino","51 a 60","A-Condutor Moto","1.089"
"Norte","Amapá","Masculino","51 a 60","AB-Condutor Moto/Carro","7.177"
"Norte","Amapá","Masculino","51 a 60","AC-Condutor Moto/Caminhão","678"
"Norte","Amapá","Masculino","51 a 60","AD-Condutor Moto/Ônibus","2.958"
"Norte","Amapá","Masculino","51 a 60","AE-Condutor Moto/Carreta","628"
"Norte","Amapá","Masculino","51 a 60","B-Condutor Carro","5.671"
"Norte","Amapá","Masculino","51 a 60","C-Condutor Caminhão","504"
"Norte","Amapá","Masculino","51 a 60","D-Condutor Ônibus","1.418"
"Norte","Amapá","Masculino","51 a 60","E-Condutor Carreta","233"
"Norte","Amapá","Masculino","61 a 70","A-Condutor Moto","307"
"Norte","Amapá","Masculino","61 a 70","AB-Condutor Moto/Carro","2.837"
"Norte","Amapá","Masculino","61 a 70","AC-Condutor Moto/Caminhão","393"
"Norte","Amapá","Masculino","61 a 70","AD-Condutor Moto/Ônibus","1.298"
"Norte","Amapá","Masculino","61 a 70","AE-Condutor Moto/Carreta","384"
"Norte","Amapá","Masculino","61 a 70","B-Condutor Carro","4.115"
"Norte","Amapá","Masculino","61 a 70","C-Condutor Caminhão","601"
"Norte","Amapá","Masculino","61 a 70","D-Condutor Ônibus","1.505"
"Norte","Amapá","Masculino","61 a 70","E-Condutor Carreta","277"
"Norte","Amapá","Masculino","71 a 80","A-Condutor Moto","78"
"Norte","Amapá","Masculino","71 a 80","AB-Condutor Moto/Carro","759"
"Norte","Amapá","Masculino","71 a 80","AC-Condutor Moto/Caminhão","114"
"Norte","Amapá","Masculino","71 a 80","AD-Condutor Moto/Ônibus","279"
"Norte","Amapá","Masculino","71 a 80","AE-Condutor Moto/Carreta","55"
"Norte","Amapá","Masculino","71 a 80","B-Condutor Carro","2.394"
"Norte","Amapá","Masculino","71 a 80","C-Condutor Caminhão","333"
"Norte","Amapá","Masculino","71 a 80","D-Condutor Ônibus","535"
"Norte","Amapá","Masculino","71 a 80","E-Condutor Carreta","81"
"Norte","Amapá","Masculino","81 a 90","A-Condutor Moto","5"
"Norte","Amapá","Masculino","81 a 90","AB-Condutor Moto/Carro","117"
"Norte","Amapá","Masculino","81 a 90","AC-Condutor Moto/Caminhão","28"
"Norte","Amapá","Masculino","81 a 90","AD-Condutor Moto/Ônibus","47"
"Norte","Amapá","Masculino","81 a 90","AE-Condutor Moto/Carreta","7"
"Norte","Amapá","Masculino","81 a 90","B-Condutor Carro","765"
"Norte","Amapá","Masculino","81 a 90","C-Condutor Caminhão","227"
"Norte","Amapá","Masculino","81 a 90","D-Condutor Ônibus","203"
"Norte","Amapá","Masculino","81 a 90","E-Condutor Carreta","20"
"Norte","Amapá","Masculino","91 a 100","AB-Condutor Moto/Carro","11"
"Norte","Amapá","Masculino","91 a 100","AC-Condutor Moto/Caminhão","7"
"Norte","Amapá","Masculino","91 a 100","AD-Condutor Moto/Ônibus","4"
"Norte","Amapá","Masculino","91 a 100","B-Condutor Carro","130"
"Norte","Amapá","Masculino","91 a 100","C-Condutor Caminhão","63"
"Norte","Amapá","Masculino","91 a 100","D-Condutor Ônibus","23"
"Norte","Amapá","Masculino","91 a 100","E-Condutor Carreta","1"
"Norte","Amapá","Masculino","101 a 120","AB-Condutor Moto/Carro","1"
"Norte","Amapá","Masculino","101 a 120","AC-Condutor Moto/Caminhão","1"
"Norte","Amapá","Masculino","101 a 120","AD-Condutor Moto/Ônibus","1"
"Norte","Amapá","Masculino","101 a 120","B-Condutor Carro","15"
"Norte","Amapá","Masculino","101 a 120","C-Condutor Caminhão","6"
"Norte","Amapá","Masculino","101 a 120","D-Condutor Ônibus","2"
"Norte","Amapá","Feminino","18 a 21","A-Condutor Moto","32"
"Norte","Amapá","Feminino","18 a 21","AB-Condutor Moto/Carro","326"
"Norte","Amapá","Feminino","18 a 21","B-Condutor Carro","797"
"Norte","Amapá","Feminino","22 a 25","A-Condutor Moto","118"
"Norte","Amapá","Feminino","22 a 25","AB-Condutor Moto/Carro","845"
"Norte","Amapá","Feminino","22 a 25","B-Condutor Carro","1.750"
"Norte","Amapá","Feminino","26 a 30","A-Condutor Moto","371"
"Norte","Amapá","Feminino","26 a 30","AB-Condutor Moto/Carro","1.934"
"Norte","Amapá","Feminino","26 a 30","AD-Condutor Moto/Ônibus","8"
"Norte","Amapá","Feminino","26 a 30","AE-Condutor Moto/Carreta","1"
"Norte","Amapá","Feminino","26 a 30","B-Condutor Carro","4.013"
"Norte","Amapá","Feminino","26 a 30","D-Condutor Ônibus","3"
"Norte","Amapá","Feminino","31 a 40","A-Condutor Moto","1.368"
"Norte","Amapá","Feminino","31 a 40","AB-Condutor Moto/Carro","5.535"
"Norte","Amapá","Feminino","31 a 40","AD-Condutor Moto/Ônibus","62"
"Norte","Amapá","Feminino","31 a 40","AE-Condutor Moto/Carreta","7"
"Norte","Amapá","Feminino","31 a 40","B-Condutor Carro","9.787"
"Norte","Amapá","Feminino","31 a 40","D-Condutor Ônibus","19"
"Norte","Amapá","Feminino","31 a 40","E-Condutor Carreta","2"
"Norte","Amapá","Feminino","41 a 50","A-Condutor Moto","1.131"
"Norte","Amapá","Feminino","41 a 50","AB-Condutor Moto/Carro","4.812"
"Norte","Amapá","Feminino","41 a 50","AC-Condutor Moto/Caminhão","26"
"Norte","Amapá","Feminino","41 a 50","AD-Condutor Moto/Ônibus","84"
"Norte","Amapá","Feminino","41 a 50","AE-Condutor Moto/Carreta","8"
"Norte","Amapá","Feminino","41 a 50","B-Condutor Carro","9.743"
"Norte","Amapá","Feminino","41 a 50","C-Condutor Caminhão","7"
"Norte","Amapá","Feminino","41 a 50","D-Condutor Ônibus","41"
"Norte","Amapá","Feminino","41 a 50","E-Condutor Carreta","1"
"Norte","Amapá","Feminino","51 a 60","A-Condutor Moto","338"
"Norte","Amapá","Feminino","51 a 60","AB-Condutor Moto/Carro","2.121"
"Norte","Amapá","Feminino","51 a 60","AC-Condutor Moto/Caminhão","38"
"Norte","Amapá","Feminino","51 a 60","AD-Condutor Moto/Ônibus","81"
"Norte","Amapá","Feminino","51 a 60","AE-Condutor Moto/Carreta","7"
"Norte","Amapá","Feminino","51 a 60","B-Condutor Carro","6.317"
"Norte","Amapá","Feminino","51 a 60","C-Condutor Caminhão","21"
"Norte","Amapá","Feminino","51 a 60","D-Condutor Ônibus","29"
"Norte","Amapá","Feminino","61 a 70","A-Condutor Moto","78"
"Norte","Amapá","Feminino","61 a 70","AB-Condutor Moto/Carro","548"
"Norte","Amapá","Feminino","61 a 70","AC-Condutor Moto/Caminhão","12"
"Norte","Amapá","Feminino","61 a 70","AD-Condutor Moto/Ônibus","16"
"Norte","Amapá","Feminino","61 a 70","B-Condutor Carro","3.181"
"Norte","Amapá","Feminino","61 a 70","C-Condutor Caminhão","19"
"Norte","Amapá","Feminino","61 a 70","D-Condutor Ônibus","14"
"Norte","Amapá","Feminino","71 a 80","A-Condutor Moto","9"
"Norte","Amapá","Feminino","71 a 80","AB-Condutor Moto/Carro","79"
"Norte","Amapá","Feminino","71 a 80","AC-Condutor Moto/Caminhão","2"
"Norte","Amapá","Feminino","71 a 80","AD-Condutor Moto/Ônibus","3"
"Norte","Amapá","Feminino","71 a 80","B-Condutor Carro","1.090"
"Norte","Amapá","Feminino","71 a 80","C-Condutor Caminhão","4"
"Norte","Amapá","Feminino","71 a 80","D-Condutor Ônibus","6"
"Norte","Amapá","Feminino","81 a 90","AB-Condutor Moto/Carro","3"
"Norte","Amapá","Feminino","81 a 90","AC-Condutor Moto/Caminhão","1"
"Norte","Amapá","Feminino","81 a 90","B-Condutor Carro","183"
"Norte","Amapá","Feminino","81 a 90","C-Condutor Caminhão","2"
"Norte","Amapá","Feminino","81 a 90","D-Condutor Ônibus","1"
"Norte","Amapá","Feminino","91 a 100","B-Condutor Carro","15"
"Norte","Amapá","Feminino","91 a 100","C-Condutor Caminhão","1"
"Norte","Pará","Masculino","18 a 21","A-Condutor Moto","233"
"Norte","Pará","Masculino","18 a 21","AB-Condutor Moto/Carro","20.456"
"Norte","Pará","Masculino","18 a 21","AC-Condutor Moto/Caminhão","54"
"Norte","Pará","Masculino","18 a 21","AD-Condutor Moto/Ônibus","76"
"Norte","Pará","Masculino","18 a 21","AE-Condutor Moto/Carreta","6"
"Norte","Pará","Masculino","18 a 21","B-Condutor Carro","3.137"
"Norte","Pará","Masculino","18 a 21","C-Condutor Caminhão","1"
"Norte","Pará","Masculino","18 a 21","D-Condutor Ônibus","3"
"Norte","Pará","Masculino","22 a 25","A-Condutor Moto","1.386"
"Norte","Pará","Masculino","22 a 25","AB-Condutor Moto/Carro","51.564"
"Norte","Pará","Masculino","22 a 25","AC-Condutor Moto/Caminhão","141"
"Norte","Pará","Masculino","22 a 25","AD-Condutor Moto/Ônibus","3.348"
"Norte","Pará","Masculino","22 a 25","AE-Condutor Moto/Carreta","324"
"Norte","Pará","Masculino","22 a 25","B-Condutor Carro","6.952"
"Norte","Pará","Masculino","22 a 25","C-Condutor Caminhão","10"
"Norte","Pará","Masculino","22 a 25","D-Condutor Ônibus","81"
"Norte","Pará","Masculino","22 a 25","E-Condutor Carreta","7"
"Norte","Pará","Masculino","26 a 30","A-Condutor Moto","2.697"
"Norte","Pará","Masculino","26 a 30","AB-Condutor Moto/Carro","91.260"
"Norte","Pará","Masculino","26 a 30","AC-Condutor Moto/Caminhão","284"
"Norte","Pará","Masculino","26 a 30","AD-Condutor Moto/Ônibus","13.568"
"Norte","Pará","Masculino","26 a 30","AE-Condutor Moto/Carreta","2.487"
"Norte","Pará","Masculino","26 a 30","B-Condutor Carro","12.068"
"Norte","Pará","Masculino","26 a 30","C-Condutor Caminhão","8"
"Norte","Pará","Masculino","26 a 30","D-Condutor Ônibus","228"
"Norte","Pará","Masculino","26 a 30","E-Condutor Carreta","44"
"Norte","Pará","Masculino","31 a 40","A-Condutor Moto","6.958"
"Norte","Pará","Masculino","31 a 40","AB-Condutor Moto/Carro","195.938"
"Norte","Pará","Masculino","31 a 40","AC-Condutor Moto/Caminhão","925"
"Norte","Pará","Masculino","31 a 40","AD-Condutor Moto/Ônibus","56.792"
"Norte","Pará","Masculino","31 a 40","AE-Condutor Moto/Carreta","15.592"
"Norte","Pará","Masculino","31 a 40","B-Condutor Carro","29.645"
"Norte","Pará","Masculino","31 a 40","C-Condutor Caminhão","52"
"Norte","Pará","Masculino","31 a 40","D-Condutor Ônibus","2.003"
"Norte","Pará","Masculino","31 a 40","E-Condutor Carreta","455"
"Norte","Pará","Masculino","41 a 50","A-Condutor Moto","7.612"
"Norte","Pará","Masculino","41 a 50","AB-Condutor Moto/Carro","155.247"
"Norte","Pará","Masculino","41 a 50","AC-Condutor Moto/Caminhão","2.685"
"Norte","Pará","Masculino","41 a 50","AD-Condutor Moto/Ônibus","54.893"
"Norte","Pará","Masculino","41 a 50","AE-Condutor Moto/Carreta","17.597"
"Norte","Pará","Masculino","41 a 50","B-Condutor Carro","40.722"
"Norte","Pará","Masculino","41 a 50","C-Condutor Caminhão","756"
"Norte","Pará","Masculino","41 a 50","D-Condutor Ônibus","7.509"
"Norte","Pará","Masculino","41 a 50","E-Condutor Carreta","2.193"
"Norte","Pará","Masculino","51 a 60","A-Condutor Moto","5.462"
"Norte","Pará","Masculino","51 a 60","AB-Condutor Moto/Carro","79.665"
"Norte","Pará","Masculino","51 a 60","AC-Condutor Moto/Caminhão","5.623"
"Norte","Pará","Masculino","51 a 60","AD-Condutor Moto/Ônibus","25.505"
"Norte","Pará","Masculino","51 a 60","AE-Condutor Moto/Carreta","8.019"
"Norte","Pará","Masculino","51 a 60","B-Condutor Carro","39.855"
"Norte","Pará","Masculino","51 a 60","C-Condutor Caminhão","2.900"
"Norte","Pará","Masculino","51 a 60","D-Condutor Ônibus","10.272"
"Norte","Pará","Masculino","51 a 60","E-Condutor Carreta","2.734"
"Norte","Pará","Masculino","61 a 70","A-Condutor Moto","2.639"
"Norte","Pará","Masculino","61 a 70","AB-Condutor Moto/Carro","33.205"
"Norte","Pará","Masculino","61 a 70","AC-Condutor Moto/Caminhão","3.755"
"Norte","Pará","Masculino","61 a 70","AD-Condutor Moto/Ônibus","9.269"
"Norte","Pará","Masculino","61 a 70","AE-Condutor Moto/Carreta","2.952"
"Norte","Pará","Masculino","61 a 70","B-Condutor Carro","39.896"
"Norte","Pará","Masculino","61 a 70","C-Condutor Caminhão","4.618"
"Norte","Pará","Masculino","61 a 70","D-Condutor Ônibus","10.043"
"Norte","Pará","Masculino","61 a 70","E-Condutor Carreta","2.465"
"Norte","Pará","Masculino","71 a 80","A-Condutor Moto","871"
"Norte","Pará","Masculino","71 a 80","AB-Condutor Moto/Carro","9.852"
"Norte","Pará","Masculino","71 a 80","AC-Condutor Moto/Caminhão","883"
"Norte","Pará","Masculino","71 a 80","AD-Condutor Moto/Ônibus","1.556"
"Norte","Pará","Masculino","71 a 80","AE-Condutor Moto/Carreta","383"
"Norte","Pará","Masculino","71 a 80","B-Condutor Carro","28.766"
"Norte","Pará","Masculino","71 a 80","C-Condutor Caminhão","2.995"
"Norte","Pará","Masculino","71 a 80","D-Condutor Ônibus","4.499"
"Norte","Pará","Masculino","71 a 80","E-Condutor Carreta","728"
"Norte","Pará","Masculino","81 a 90","A-Condutor Moto","180"
"Norte","Pará","Masculino","81 a 90","AB-Condutor Moto/Carro","1.728"
"Norte","Pará","Masculino","81 a 90","AC-Condutor Moto/Caminhão","134"
"Norte","Pará","Masculino","81 a 90","AD-Condutor Moto/Ônibus","217"
"Norte","Pará","Masculino","81 a 90","AE-Condutor Moto/Carreta","12"
"Norte","Pará","Masculino","81 a 90","B-Condutor Carro","12.603"
"Norte","Pará","Masculino","81 a 90","C-Condutor Caminhão","900"
"Norte","Pará","Masculino","81 a 90","D-Condutor Ônibus","1.801"
"Norte","Pará","Masculino","81 a 90","E-Condutor Carreta","123"
"Norte","Pará","Masculino","91 a 100","A-Condutor Moto","23"
"Norte","Pará","Masculino","91 a 100","AB-Condutor Moto/Carro","249"
"Norte","Pará","Masculino","91 a 100","AC-Condutor Moto/Caminhão","10"
"Norte","Pará","Masculino","91 a 100","AD-Condutor Moto/Ônibus","23"
"Norte","Pará","Masculino","91 a 100","B-Condutor Carro","4.108"
"Norte","Pará","Masculino","91 a 100","C-Condutor Caminhão","120"
"Norte","Pará","Masculino","91 a 100","D-Condutor Ônibus","223"
"Norte","Pará","Masculino","91 a 100","E-Condutor Carreta","11"
"Norte","Pará","Masculino","101 a 120","A-Condutor Moto","3"
